Website,scraped_time,Description,Location url,E-mail,url,country,Establishment year,Company manager,Phone,country_code,Address,Listed in categories,Employees,Company name
www.uncaid.net,2018-02-27 12:53:18.942445,"About UNCAID

Commonwealth Aid University College (UNCaiD) is a private research university in Africa, Cantonments (Ghana). Commonwealth Aid University College (UNCaiD) is an NGO established institution which is owned by Commonwealth Aid International (CAI). The university is established in Ghana by Commonwealth Aid international (CAI) in 2008.

The mission of UNCAID is to bring affordable and practical education in Africa and also to enhance and build student with entrepreneurial skills to meet future challenges in their respective outfit. The university runs both campus, online & distance mode of studies; students have a flexible way of studying in our university around the world, Ghana. UNCaiD offers Certificate Programs, Diploma Programs, Professional Programs, Undergraduate programs, Graduate programs, and Language programs (English, French, and Spanish). We have a well taught professional and technical experience lectures who are well knowledgeable in their respective field of operations.

UNCaiD’s graduate program has high coexistence with the undergraduate program, and many courses are taken by qualified students at both levels. UNCaiD offers a comprehensive doctoral program with degrees in the humanities, social sciences, and business field as well as professional degrees. The University offers undergraduate and graduate programs leading to academic degrees such as the Bachelor of Science (Bsc) in Computer Science, BSc in Business Administration, Bsc in Information Technology Beng in Electrical and Electronic Engineering, BEng in Building Engineering, Beng in Industrial Engineering and also Master of Science (MSc), various Engineer's Degrees, Doctor of Philosophy (PhD), and Doctor of Science (ScD); professional degrees such as Master of Architecture (MArch), Master of Business Administration (MBA), Master of City Planning (MCP), Master of Engineering (MEng), Master of Finance (MFin) and Master of Science in Real Estate Development (MSRED), and interdisciplinary graduate programs such as the MD/PhD.

Admission to our certificate, diploma, undergraduate and graduate programs is decentralized; applicants apply directly to the department or degree program.",,/company/45907/COMMONWEALTH_AID_UNIVERSITY_COLLEGE/contacts,http://www.ghanayello.com/company/45907/COMMONWEALTH_AID_UNIVERSITY_COLLEGE,Ghana,1978,Van  More Houk,+16137797273,GHA,"(UNCAID/CAIDi) of May July Roubin Avenue, OX 305, BUA BUXTON, Whyte-Hills, Box CT 840, Cantonments-, Accra, Ghana","[{'url': '/category/business_services', 'text': u'Business services'}, {'url': '/category/advertising', 'text': u'Business services / Advertising'}, {'url': '/category/human_resources', 'text': u'Business services / Human resources'}, {'url': '/category/customer_services', 'text': u'Business services / Human resources / Customer services'}, {'url': '/category/computers_internet', 'text': u'Computers & Internet'}, {'url': '/category/communications', 'text': u'Computers & Internet / Communications'}, {'url': '/category/broadcasting', 'text': u'Computers & Internet / Communications / Broadcasting'}]",101-200,COMMONWEALTH AID UNIVERSITY COLLEGE
www.greenvillagedev.org,2018-02-27 12:53:24.085563,We run projects to sustain lives in rural communities. more from our website,,/company/43053/Green_Village/contacts,http://www.ghanayello.com/company/43053/Green_Village,Ghana,2010,Michael Tetteh Buer,,GHA,"CS 9312,Comm. 7. Tema. Ghana., Tema","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/charity_services', 'text': u'Public & Social services / Charity services'}]",26-50,Green Village
www.uncaid.net,2018-02-27 12:53:19.367150,"We Prepares you for below programs. Pass marks is high and we shall refund your tuition fee if you fail.

GMAT, IELTS, GRE. TOEFL, IGCSE, ACT SAT

CALL US NOW ON: 0244615318",,/company/45929/IELTS/contacts,http://www.ghanayello.com/company/45929/IELTS,Ghana,1973,Sam Vonas,244619722,GHA,"BRITISH EDUCATION 79TH NONOVINIAL PARK  XIXVON CANTONMENTS ACCRA, Accra, Ghana","[{'url': '/category/business_services', 'text': u'Business services'}, {'url': '/category/advertising', 'text': u'Business services / Advertising'}, {'url': '/category/computers_internet', 'text': u'Computers & Internet'}, {'url': '/category/communications', 'text': u'Computers & Internet / Communications'}, {'url': '/category/broadcasting', 'text': u'Computers & Internet / Communications / Broadcasting'}]",16-25,IELTS
www.iosolutionsgh.webs.com,2018-02-27 12:53:18.798388,The success of every business depends on the ability to increase sales and remain customer-focused.  Yet it often seems like there are never enough hours in the day or resources to accomplish everything that needs to be done.,,/company/38939/Innovative_Office_Solutions_GH/contacts,http://www.ghanayello.com/company/38939/Innovative_Office_Solutions_GH,Ghana,,,244437715,GHA,P.O. Box BT 488,"[{'url': '/category/finances_insurance', 'text': u'Finances & Insurance'}, {'url': '/category/audit_and_accounting', 'text': u'Finances & Insurance / Audit and accounting'}]",,Innovative Office Solutions (GH)
www.jpcannassociates.com,2018-02-27 12:53:21.234180,"JPCann Associates Limited a business advisory, capacity building and accountancy firm that supports both the private and public sector institutions in Ghana.",,/company/7463/JPCann_Associates_Ltd/contacts,http://www.ghanayello.com/company/7463/JPCann_Associates_Ltd,Ghana,,,,GHA,"20 Delomix Street, Dansoman, Accra, Ghana","[{'url': '/category/finances_insurance', 'text': u'Finances & Insurance'}, {'url': '/category/business_management_consulting', 'text': u'Finances & Insurance / Business management consulting'}]",,JPCann Associates Ltd.
mcbryceconsultancy.webs.com/,2018-02-27 12:53:21.945938,"McBryce Consultancy is a social enterprise registered in Ghana that provides communication, management and fundraising consulting services to nonprofits, small/home businesses and alternative projects.",,/company/36998/McBryce_Consultancy/contacts,http://www.ghanayello.com/company/36998/McBryce_Consultancy,Ghana,,,0244 969 424,GHA,12th Elephant Walk,"[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/information_services', 'text': u'Public & Social services / Information services'}]",,McBryce Consultancy
,2018-02-27 12:53:30.689700,"ONE-GHANA is located in Accra, Ghana. Company is working in Advertising business activities.",,,http://www.ghanayello.com/company/47001/ONE_GHANA,Ghana,2007,Bill Darlington,209279533,GHA,"Offonkor, Accra, Ghana","[{'url': '/category/business_services', 'text': u'Business services'}, {'url': '/category/advertising', 'text': u'Business services / Advertising'}]",16-25,ONE-GHANA
www.petlisaorganization.webs.com,2018-02-27 12:53:18.869064,"We are a registered Non-profit Organization founded in January 2011 in Ghana to Recruit,Support,Educate,Empower and Establish the poor, needy, street & homeless Children/Youth in their future livelihood & career development.

Our Vision
Meeting needs & channeling hope to the less privileged Children and Youth in                        Communities.     

Our Mission
Using education, skill acquisition & sports as a tool in bettering the lives of poor, needy, street & homeless children/youth in Ghana and beyond.

Areas of FOCUS:

CHILDREN/YOUTH
HEALTH
EDUCATION
ENTREPRENEURSHIP
SPORTS
ENVIRONMENT

Known as the C.H.E.E.S.E INITIATIVE


Organizational Goals
We want to grow a new, strong generation of Sports men, women and qualified student graduates who had no hope in life to also celebrate victories over any obstacles in life no matter how they will appear to be and have a meaningful life as many other happy persons on mother earth. We want them to be alive, build careers and impact the world like never before.

This is why we established the foundation and we want to achieve our ambitious goals by embarking on different projects such as:

- Building of an ultra modern school & sports complex with Educational facilities to in-house children/youth

- Organizing of community based sports and educational activities with health screening & medication and selecting skilled, talented ones and using such platform in promoting peace, cohesion, tolerance etc among all people

- Donating of food, groceries, clothing, shoes, educational materials etc in communities,schools,orphanages,mental homes,hospitals,villages,slums,streets etc

-  Providing support and guidance in Sports and Vocational skills through the assistance of coaches, teachers and trainers, as well as facilitators to help grow and develop it to positively impact the lives of more children/youth.

-  Building homes NOT to be orphanages or foster homes but to give shelter for uncountable families.

-  Organizing of training workshops, short courses, seminars etc on education,career development, poverty eradication,sustainability,health and peace awareness.

-  Volunteer, student and cultural Exchange Programs",,/company/44862/Pet_Lisa_Organization_Ghana/contacts,http://www.ghanayello.com/company/44862/Pet_Lisa_Organization_Ghana,Ghana,2011,Peter N.B,,GHA,"p. o. box OD196, Odorkor, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/charity_services', 'text': u'Public & Social services / Charity services'}, {'url': '/category/childrens_services', 'text': u""Public & Social services / Children's services""}, {'url': '/category/education', 'text': u'Public & Social services / Education'}, {'url': '/category/environmental_services', 'text': u'Public & Social services / Environmental services'}, {'url': '/category/Social_services', 'text': u'Public & Social services / Social services'}]",6-10,"Pet & Lisa Organization,Ghana"
www.royalgroupghana.com,2018-02-27 12:53:24.944122,Royal Group Ghana Provides luxury high-quality properties in             Ghana . We offer state-of-the-art living conditions reflective of the              rapid advancements in technology and a growing need for quality              housing for both low and high income families.,,,http://www.ghanayello.com/company/42645/Royal_Group_Ghana,Ghana,2008,Opare,,GHA,"24/1Josiah Tongogara st North Labone, Accra, Ghana","[{'url': '/category/business_services', 'text': u'Business services'}, {'url': '/category/advertising', 'text': u'Business services / Advertising'}, {'url': '/category/computers_internet', 'text': u'Computers & Internet'}, {'url': '/category/computer_software', 'text': u'Computers & Internet / Computer software'}, {'url': '/category/networking', 'text': u'Computers & Internet / Networking'}, {'url': '/category/networking_consultants', 'text': u'Computers & Internet / Networking / Networking consultants'}, {'url': '/category/online_content', 'text': u'Computers & Internet / Online Content'}, {'url': '/category/transport_motoring', 'text': u'Transport & Motoring'}, {'url': '/category/car_rental', 'text': u'Transport & Motoring / Car rental'}, {'url': '/category/property', 'text': u'Property'}, {'url': '/category/property_consultants', 'text': u'Property / Property consultants'}, {'url': '/category/property_development', 'text': u'Property / Property development'}, {'url': '/category/Property_management', 'text': u'Property / Property management'}]",101-200,Royal Group Ghana
www.sympathyinternational.org,2018-02-27 12:53:27.093935,"Sympathy International is a Ghanaian owned and managed Non- Governmental Organization (N.G.O) registered with the Registrar Generals Department and the Department of Social Welfare, established in December 2001.",,/company/32916/Sympathy_International/contacts,http://www.ghanayello.com/company/32916/Sympathy_International,Ghana,,,,GHA,"Old GNTC, Ola Estates, Cape Coast, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",,Sympathy International
www.unigov.ca/,2018-02-27 12:53:18.310633,"How to help

United Governance in short (UNIgov) is an NGO, a non-profit institution, non-governmental, a non-partisan organization that is purely into good governance and development, Education, Sanitation, Health Policies, Farming, Managing Countries, Cities, Communities, Towns & Villages, Managing Institutions and Managing people.

United Governance (UNIgov) focal intention is to make sure people or individuals receive good living, satisfaction, freedom and peace, making sure transparency and accountability take place in various institutions and countries, cities, towns and its surroundings develop well.

Our Vision: To change lives, build a sound future environment that brings comfort, satisfaction and freedom to every being on earth and beyond.

Our Mission: To educate, change and develop people and institutions to be more resourceful, accountable and translucent to help build and develop our environment.

We believe that if we come together to develop and build our country, Cities, Communities, Villages and company we will enjoy a sound future environment and also establish a legacy for our absent on earth.

We visit countries, Cities, Communities, Towns, Villages and institutions to find out the problems and challenges they face and give them the necessary assistance in order to vanish from their difficulties    and help improve development.
﻿",,/company/45900/UNITED_GOVERNANCE/contacts,http://www.ghanayello.com/company/45900/UNITED_GOVERNANCE,Ghana,1991,Carl Bloomering,+17150787279,GHA,"Anambler Street 13th October Avenue Cantonments, Accra, Ghana","[{'url': '/category/computers_internet', 'text': u'Computers & Internet'}, {'url': '/category/communications', 'text': u'Computers & Internet / Communications'}, {'url': '/category/broadcasting', 'text': u'Computers & Internet / Communications / Broadcasting'}, {'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/education', 'text': u'Public & Social services / Education'}]",26-50,UNITED GOVERNANCE
www.wanep.org,2018-02-27 12:53:26.862759,"West Africa Network For Peace Building Institute is located in Accra, Ghana. Company is working in Associations business activities. Visit our company website for more information about us : http://www.wanep.org If you have any questions, please contact us",,/company/27564/West_Africa_Network_For_Peace_Building_Institute/contacts,http://www.ghanayello.com/company/27564/West_Africa_Network_For_Peace_Building_Institute,Ghana,,,302775975,GHA,"No.C542/18, Ashiakle, Abelemkpe, Accra, Ghana","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}]",,West Africa Network For Peace Building Institute
www.westphaliankids.org,2018-02-27 12:53:28.005504,"Westphalian Children's Village provide homes for orphans and deserted children and also give parental support to orphans, poor and needy children. http://www.westphaliankids.org",,/company/29796/Westphalian_Childrens_Village/contacts,http://www.ghanayello.com/company/29796/Westphalian_Childrens_Village,Ghana,,,322091954,GHA,"Oyoko, Effiduasi","[{'url': '/category/public_social_services', 'text': u'Public & Social services'}, {'url': '/category/associations', 'text': u'Public & Social services / Associations'}, {'url': '/category/Social_services', 'text': u'Public & Social services / Social services'}]",,Westphalian Children's Village
